School,Year,Month,Amount
"Tynan, Joseph P. Elementary School",2013,8,1199.83
"Tynan, Joseph P. Elementary School",2014,7,5692.5
"Tynan, Joseph P. Elementary School",2016,5,780.1
"Tynan, Joseph P. Elementary School",2016,12,10188.54
"Tynan, Joseph P. Elementary School",2012,10,443.07
"Tynan, Joseph P. Elementary School",2014,6,545.53
"Tynan, Joseph P. Elementary School",2017,8,6695.1
"Tynan, Joseph P. Elementary School",2015,10,1001.63
"Tynan, Joseph P. Elementary School",2013,11,12048.82
"Tynan, Joseph P. Elementary School",2013,12,3772.77
"Tynan, Joseph P. Elementary School",2015,9,586.5
"Tynan, Joseph P. Elementary School",2014,12,5370.66
"Tynan, Joseph P. Elementary School",2014,3,13389.65
"Tynan, Joseph P. Elementary School",2015,1,11698.24
"Tynan, Joseph P. Elementary School",2015,8,46362.92
"Tynan, Joseph P. Elementary School",2013,6,994.91
"Tynan, Joseph P. Elementary School",2014,9,7314.01
"Tynan, Joseph P. Elementary School",2014,1,2897.86
Mission Hill K-8,2012,9,2296.16
Mission Hill K-8,2014,4,30801.78
Mission Hill K-8,2013,7,2593.44
Mission Hill K-8,2016,11,11659.66
Mission Hill K-8,2013,3,1553.62
Mission Hill K-8,2014,2,82309.31
Mission Hill K-8,2016,8,575.08
Mission Hill K-8,2016,1,648.24
Mission Hill K-8,2014,11,813.75
Mission Hill K-8,2016,7,88047.5
Mission Hill K-8,2013,4,163280.97
Mission Hill K-8,2012,1,1334
Mission Hill K-8,2017,7,2619.01
Mission Hill K-8,2015,6,2981.18
Mission Hill K-8,2016,2,1395.67
Mission Hill K-8,2016,3,73.81
Mission Hill K-8,2012,5,6629.69
Mission Hill K-8,2016,10,1590
Mission Hill K-8,2015,7,60545.38
Mission Hill K-8,2016,4,409.97
Mission Hill K-8,2012,11,924.08
Mission Hill K-8,2015,12,616.82
Mission Hill K-8,2013,2,2352.12
Mission Hill K-8,2012,2,278.39
Mission Hill K-8,2012,8,35613.86
Mission Hill K-8,2015,11,919.27
Mission Hill K-8,2012,4,1901.75
Mission Hill K-8,2013,5,47379.85
Mission Hill K-8,2014,8,1162.42
Mission Hill K-8,2013,1,4161
Mission Hill K-8,2016,6,117542.25
Mission Hill K-8,2014,5,6752.77
Mission Hill K-8,2015,5,53627.59
Mission Hill K-8,2015,4,2788.34
Mission Hill K-8,2015,3,1088.59
Mission Hill K-8,2012,6,42504.62
Mission Hill K-8,2013,8,15873.5
Mission Hill K-8,2014,7,23754.88
Mission Hill K-8,2016,12,11510.52
Mission Hill K-8,2012,10,407.43
Mission Hill K-8,2014,6,6498.48
Mission Hill K-8,2017,8,3256.04
Mission Hill K-8,2015,10,34.95
Mission Hill K-8,2016,9,2732.94
Mission Hill K-8,2013,11,50.58
Mission Hill K-8,2013,12,9439.18
Mission Hill K-8,2015,9,4320.97
Mission Hill K-8,2014,12,2497.44
Mission Hill K-8,2014,3,4976.12
Mission Hill K-8,2015,1,54876.95
Mission Hill K-8,2015,8,729.91
Mission Hill K-8,2012,7,21030
Mission Hill K-8,2013,6,3844.31
Mission Hill K-8,2014,9,1543.98
Mission Hill K-8,2013,10,6840.34
Mission Hill K-8,2014,1,1627.35
Harvard/Kent Elementary School,2012,9,14147.3
Harvard/Kent Elementary School,2013,7,130.75
Harvard/Kent Elementary School,2016,11,3160
Harvard/Kent Elementary School,2014,2,10278.47
Harvard/Kent Elementary School,2016,1,5053.33
Harvard/Kent Elementary School,2012,3,5488.13
Harvard/Kent Elementary School,2016,7,16160.85
Harvard/Kent Elementary School,2013,4,1760
Harvard/Kent Elementary School,2017,7,17429.5
Harvard/Kent Elementary School,2016,2,3223.5
Harvard/Kent Elementary School,2016,3,42647
Harvard/Kent Elementary School,2012,5,6576.74
Harvard/Kent Elementary School,2016,10,5591.47
Harvard/Kent Elementary School,2015,7,303.54
Harvard/Kent Elementary School,2016,4,6626.21
Harvard/Kent Elementary School,2012,11,5964.61
Harvard/Kent Elementary School,2013,9,137.55
Harvard/Kent Elementary School,2015,12,6365.1
Harvard/Kent Elementary School,2013,2,5305
Harvard/Kent Elementary School,2012,2,2450.18
Harvard/Kent Elementary School,2015,2,7422.85
Harvard/Kent Elementary School,2015,11,3617.68
Harvard/Kent Elementary School,2012,4,7151.4
Harvard/Kent Elementary School,2013,5,360
Harvard/Kent Elementary School,2014,8,5553.36
Harvard/Kent Elementary School,2016,6,6883.18
Harvard/Kent Elementary School,2012,12,3491.49
Harvard/Kent Elementary School,2014,5,2324.1
Harvard/Kent Elementary School,2015,5,3320.96
Harvard/Kent Elementary School,2015,4,2128.33
Harvard/Kent Elementary School,2015,3,4024
Harvard/Kent Elementary School,2012,6,332.81
Harvard/Kent Elementary School,2013,8,137.55
Harvard/Kent Elementary School,2014,7,7952.02
Harvard/Kent Elementary School,2016,5,9397.25
Harvard/Kent Elementary School,2016,12,10038.87
Harvard/Kent Elementary School,2014,6,9254
Harvard/Kent Elementary School,2017,8,11673.51
Harvard/Kent Elementary School,2015,10,3276.6
Harvard/Kent Elementary School,2016,9,1254.83
Harvard/Kent Elementary School,2013,11,1800
Harvard/Kent Elementary School,2013,12,1560
Harvard/Kent Elementary School,2015,9,4252.8
Harvard/Kent Elementary School,2014,12,13526.99
Harvard/Kent Elementary School,2014,3,3247.07
Harvard/Kent Elementary School,2015,1,213.84
Harvard/Kent Elementary School,2015,8,5975.03
Harvard/Kent Elementary School,2012,7,2385.45
Harvard/Kent Elementary School,2013,6,571.34
Harvard/Kent Elementary School,2014,9,5136.16
Harvard/Kent Elementary School,2013,10,156.3
Harvard/Kent Elementary School,2014,1,973.12
Boston Community Leadership Academy,2012,9,13079.51
Boston Community Leadership Academy,2014,4,1025.97
Boston Community Leadership Academy,2013,7,2756.42
Boston Community Leadership Academy,2016,11,9299.5
Boston Community Leadership Academy,2013,3,3787.01
Boston Community Leadership Academy,2014,2,466
Boston Community Leadership Academy,2014,10,90.38
Boston Community Leadership Academy,2016,1,315
Boston Community Leadership Academy,2014,11,29524.81
Boston Community Leadership Academy,2012,3,26212.65
Boston Community Leadership Academy,2016,7,321.3
Boston Community Leadership Academy,2013,4,47209.01
Boston Community Leadership Academy,2012,1,5952.39
Boston Community Leadership Academy,2017,7,11321.8
Boston Community Leadership Academy,2015,6,6141.73
Boston Community Leadership Academy,2016,2,1063.05
Boston Community Leadership Academy,2012,5,22924.58
Boston Community Leadership Academy,2016,10,9905.52
Boston Community Leadership Academy,2015,7,63593.15
Boston Community Leadership Academy,2016,4,9700.07
Boston Community Leadership Academy,2012,11,3549.66
Boston Community Leadership Academy,2013,9,8699
Boston Community Leadership Academy,2015,12,26405.54
Boston Community Leadership Academy,2013,2,3370
Boston Community Leadership Academy,2012,2,19560.45
Boston Community Leadership Academy,2015,2,3871.32
Boston Community Leadership Academy,2012,8,89672.41
Boston Community Leadership Academy,2015,11,16573.37
Boston Community Leadership Academy,2012,4,12040
Boston Community Leadership Academy,2013,5,16875.94
Boston Community Leadership Academy,2014,8,17952.69
Boston Community Leadership Academy,2013,1,2078.9
Boston Community Leadership Academy,2016,6,103.52
Boston Community Leadership Academy,2012,12,47609.63
Boston Community Leadership Academy,2014,5,14107.48
Boston Community Leadership Academy,2015,5,18810.3
Boston Community Leadership Academy,2015,4,30261.92
Boston Community Leadership Academy,2015,3,20367.4
Boston Community Leadership Academy,2012,6,6826.45
Boston Community Leadership Academy,2013,8,57503.69
Boston Community Leadership Academy,2014,7,1113.58
Boston Community Leadership Academy,2016,5,14643.64
Boston Community Leadership Academy,2016,12,14684
Boston Community Leadership Academy,2012,10,5059.65
Boston Community Leadership Academy,2014,6,11530.79
Boston Community Leadership Academy,2017,8,389.74
Boston Community Leadership Academy,2015,10,5516.89
Boston Community Leadership Academy,2016,9,25000
Boston Community Leadership Academy,2013,11,9521.55
Boston Community Leadership Academy,2013,12,12880.98
Boston Community Leadership Academy,2015,9,705.51
Boston Community Leadership Academy,2014,12,108.42
Boston Community Leadership Academy,2014,3,11053
Boston Community Leadership Academy,2015,1,252.5
Boston Community Leadership Academy,2015,8,3335.59
Boston Community Leadership Academy,2012,7,23252.04
Boston Community Leadership Academy,2013,6,13995.04
Boston Community Leadership Academy,2014,9,6215.56
Boston Community Leadership Academy,2013,10,16046.56
Boston Community Leadership Academy,2014,1,2376.33
"Bates, Phineas Elementary School",2012,9,11033.05
"Bates, Phineas Elementary School",2014,4,11767.82
"Bates, Phineas Elementary School",2013,7,1823.01
"Bates, Phineas Elementary School",2016,11,4493.04
"Bates, Phineas Elementary School",2013,3,2566.12
"Bates, Phineas Elementary School",2014,2,12821.75
"Bates, Phineas Elementary School",2014,10,12979.48
"Bates, Phineas Elementary School",2016,1,3322.39
"Bates, Phineas Elementary School",2014,11,1042.74
"Bates, Phineas Elementary School",2012,3,10163.88
"Bates, Phineas Elementary School",2013,4,9579.94
"Bates, Phineas Elementary School",2012,1,7633.15
"Bates, Phineas Elementary School",2017,7,4765.38
"Bates, Phineas Elementary School",2015,6,732.67
"Bates, Phineas Elementary School",2016,2,2267.47
"Bates, Phineas Elementary School",2016,3,1570.23
"Bates, Phineas Elementary School",2012,5,12097.59
"Bates, Phineas Elementary School",2016,10,1314.42
"Bates, Phineas Elementary School",2015,7,3087.88
"Bates, Phineas Elementary School",2016,4,3460.75
"Bates, Phineas Elementary School",2012,11,6561.79
"Bates, Phineas Elementary School",2013,9,2204.35
"Bates, Phineas Elementary School",2015,12,754.84
"Bates, Phineas Elementary School",2013,2,29541.09
"Bates, Phineas Elementary School",2012,2,6390.69
"Bates, Phineas Elementary School",2015,2,371.57
"Bates, Phineas Elementary School",2012,8,1493.34
"Bates, Phineas Elementary School",2015,11,4048.6
"Bates, Phineas Elementary School",2012,4,6182.44
"Bates, Phineas Elementary School",2013,5,6221.86
"Bates, Phineas Elementary School",2014,8,2998.39
"Bates, Phineas Elementary School",2013,1,6740.33
"Bates, Phineas Elementary School",2016,6,8164.15
"Bates, Phineas Elementary School",2012,12,24438.4
"Bates, Phineas Elementary School",2014,5,2551.23
"Bates, Phineas Elementary School",2015,5,108
"Bates, Phineas Elementary School",2015,4,1772.77
"Bates, Phineas Elementary School",2015,3,3464.44
"Bates, Phineas Elementary School",2012,6,18866.49
"Bates, Phineas Elementary School",2013,8,806.75
"Bates, Phineas Elementary School",2014,7,20238.8
"Bates, Phineas Elementary School",2016,5,6498.56
"Bates, Phineas Elementary School",2016,12,1149.9
"Bates, Phineas Elementary School",2012,10,11551.45
"Bates, Phineas Elementary School",2014,6,3060.24
"Bates, Phineas Elementary School",2017,8,10749.14
"Bates, Phineas Elementary School",2015,10,823.61
"Bates, Phineas Elementary School",2016,9,2043.2
"Bates, Phineas Elementary School",2013,11,11343.9
"Bates, Phineas Elementary School",2013,12,9830.62
"Bates, Phineas Elementary School",2015,9,6417.55
"Bates, Phineas Elementary School",2014,12,180.29
"Bates, Phineas Elementary School",2014,3,3436.57
"Bates, Phineas Elementary School",2015,1,1007.56
"Bates, Phineas Elementary School",2015,8,7773.9
"Bates, Phineas Elementary School",2012,7,1268.76
"Bates, Phineas Elementary School",2013,6,20689.18
"Bates, Phineas Elementary School",2014,9,987.51
"Bates, Phineas Elementary School",2013,10,3367.01
"Bates, Phineas Elementary School",2014,1,1918.54
"Mason, Samuel W. Elementary School",2012,9,30938.02
"Mason, Samuel W. Elementary School",2014,4,25000
"Mason, Samuel W. Elementary School",2016,11,32457.02
"Mason, Samuel W. Elementary School",2013,3,12974.99
"Mason, Samuel W. Elementary School",2014,2,21600
"Mason, Samuel W. Elementary School",2014,10,3956.51
"Mason, Samuel W. Elementary School",2016,8,1442.58
"Mason, Samuel W. Elementary School",2016,1,14495.34
"Mason, Samuel W. Elementary School",2014,11,3190.03
"Mason, Samuel W. Elementary School",2012,3,329.7
"Mason, Samuel W. Elementary School",2016,7,4636.74
"Mason, Samuel W. Elementary School",2013,4,17828.48
"Mason, Samuel W. Elementary School",2012,1,10471.18
"Mason, Samuel W. Elementary School",2017,7,10785.7
"Mason, Samuel W. Elementary School",2015,6,9790.88
"Mason, Samuel W. Elementary School",2016,2,5674.69
"Mason, Samuel W. Elementary School",2016,3,6153.49
"Mason, Samuel W. Elementary School",2012,5,1429.29
"Mason, Samuel W. Elementary School",2016,10,1757.5
"Mason, Samuel W. Elementary School",2015,7,25021.61
"Mason, Samuel W. Elementary School",2016,4,63855.58
"Mason, Samuel W. Elementary School",2012,11,4892.59
"Mason, Samuel W. Elementary School",2013,9,306.6
"Mason, Samuel W. Elementary School",2015,12,80870.32
"Mason, Samuel W. Elementary School",2013,2,23464.43
"Mason, Samuel W. Elementary School",2012,2,13159.47
"Mason, Samuel W. Elementary School",2015,2,7052.4
"Mason, Samuel W. Elementary School",2012,8,9199.07
"Mason, Samuel W. Elementary School",2015,11,19708
"Mason, Samuel W. Elementary School",2012,4,14201.42
"Mason, Samuel W. Elementary School",2013,5,20145.24
"Mason, Samuel W. Elementary School",2014,8,2140.6
"Mason, Samuel W. Elementary School",2013,1,67623.26
"Mason, Samuel W. Elementary School",2016,6,16937.62
"Mason, Samuel W. Elementary School",2012,12,8840.63
"Mason, Samuel W. Elementary School",2014,5,21416.04
"Mason, Samuel W. Elementary School",2015,5,71840.4
"Mason, Samuel W. Elementary School",2015,4,2807
"Mason, Samuel W. Elementary School",2015,3,2168.45
"Mason, Samuel W. Elementary School",2012,6,21238.6
"Mason, Samuel W. Elementary School",2013,8,306.6
"Mason, Samuel W. Elementary School",2014,7,57925.58
"Mason, Samuel W. Elementary School",2016,5,5096.4
"Mason, Samuel W. Elementary School",2016,12,4472.42
"Mason, Samuel W. Elementary School",2012,10,22043.58
"Mason, Samuel W. Elementary School",2014,6,2367.13
"Mason, Samuel W. Elementary School",2017,8,2509.08
"Mason, Samuel W. Elementary School",2015,10,5622.47
"Mason, Samuel W. Elementary School",2016,9,1800
"Mason, Samuel W. Elementary School",2013,11,1647.35
"Mason, Samuel W. Elementary School",2013,12,4931.43
"Mason, Samuel W. Elementary School",2015,9,4336.98
"Mason, Samuel W. Elementary School",2014,12,45570.92
"Mason, Samuel W. Elementary School",2014,3,3299.04
"Mason, Samuel W. Elementary School",2015,1,4571.37
"Mason, Samuel W. Elementary School",2015,8,420.2
"Mason, Samuel W. Elementary School",2012,7,228.45
"Mason, Samuel W. Elementary School",2013,6,11243.51
"Mason, Samuel W. Elementary School",2014,9,265
"Mason, Samuel W. Elementary School",2013,10,17464.37
"Mason, Samuel W. Elementary School",2014,1,16992.96
West Zone Early Learning Center,2012,9,10597
West Zone Early Learning Center,2014,4,5162.61
West Zone Early Learning Center,2013,7,172.8
West Zone Early Learning Center,2013,3,23693.47
West Zone Early Learning Center,2014,2,7729.26
West Zone Early Learning Center,2014,10,2546.11
West Zone Early Learning Center,2016,8,331.54
West Zone Early Learning Center,2016,1,116.89
West Zone Early Learning Center,2014,11,5345.85
West Zone Early Learning Center,2012,3,16287.66
West Zone Early Learning Center,2016,7,1550.33
West Zone Early Learning Center,2013,4,2916.24
West Zone Early Learning Center,2012,1,23925.59
West Zone Early Learning Center,2017,7,25173.82
West Zone Early Learning Center,2015,6,5556.02
West Zone Early Learning Center,2016,2,21134.73
West Zone Early Learning Center,2016,3,1240.87
West Zone Early Learning Center,2012,5,6784.46
West Zone Early Learning Center,2016,10,1184.69
West Zone Early Learning Center,2015,7,10599.91
West Zone Early Learning Center,2016,4,2549.95
West Zone Early Learning Center,2012,11,8622.43
West Zone Early Learning Center,2013,9,1465.62
West Zone Early Learning Center,2015,12,3419.07
West Zone Early Learning Center,2013,2,8771.47
West Zone Early Learning Center,2012,2,9277.95
West Zone Early Learning Center,2015,2,21816.1
West Zone Early Learning Center,2015,11,4381.76
West Zone Early Learning Center,2012,4,8140.92
West Zone Early Learning Center,2013,5,15565.18
West Zone Early Learning Center,2014,8,1007.83
West Zone Early Learning Center,2013,1,7739.22
West Zone Early Learning Center,2016,6,2494.54
West Zone Early Learning Center,2012,12,12612.17
West Zone Early Learning Center,2014,5,28287.38
West Zone Early Learning Center,2015,5,21368.74
West Zone Early Learning Center,2015,4,8611.89
West Zone Early Learning Center,2015,3,3555.35
West Zone Early Learning Center,2012,6,15210.9
West Zone Early Learning Center,2014,7,7395.52
West Zone Early Learning Center,2016,5,4123.54
West Zone Early Learning Center,2016,12,2057.36
West Zone Early Learning Center,2012,10,318.89
West Zone Early Learning Center,2014,6,20073.13
West Zone Early Learning Center,2017,8,9533.54
West Zone Early Learning Center,2015,10,8253.93
West Zone Early Learning Center,2016,9,11879.81
West Zone Early Learning Center,2013,11,10388.36
West Zone Early Learning Center,2013,12,6063.09
West Zone Early Learning Center,2015,9,3105.84
West Zone Early Learning Center,2014,12,3301.47
West Zone Early Learning Center,2014,3,13315.35
West Zone Early Learning Center,2015,1,1424.83
West Zone Early Learning Center,2015,8,957.48
West Zone Early Learning Center,2013,6,13007.44
West Zone Early Learning Center,2014,9,2826.82
West Zone Early Learning Center,2013,10,1689.35
West Zone Early Learning Center,2014,1,5468.48
Boston Arts Academy,2012,9,15656.56
Boston Arts Academy,2014,4,151.95
Boston Arts Academy,2013,7,2694.44
Boston Arts Academy,2016,11,6689.68
Boston Arts Academy,2014,11,3895.5
Boston Arts Academy,2012,3,4586.38
Boston Arts Academy,2016,7,17500
Boston Arts Academy,2013,4,2210.31
Boston Arts Academy,2017,7,2303
Boston Arts Academy,2012,5,2984.28
Boston Arts Academy,2015,7,25000
Boston Arts Academy,2016,4,6990
Boston Arts Academy,2012,11,733.12
Boston Arts Academy,2012,2,12000
Boston Arts Academy,2012,8,35273.54
Boston Arts Academy,2012,4,15125
Boston Arts Academy,2013,5,21.79
